Weather,City,Subservice,Service,Price
Extreme,Rishikesh,Fuse 5 / 15 Amp,Full home cleaning,424.61
Extreme,Ahemdabad,Decorative Lights Uninstallation (per 5m),Plumber,484.48
Extreme,Lucknow,Decorative Lights Installation (per 5m),Microwave Repair,400.76
Fine,Dehradun,Fan replacement,Refrigerator Repair,220.6
Extreme,Dehradun,Bulb holder installation,Shave/beard grooming,234.29
Fine,Noida,Material Procurement Charges,Shave/beard grooming,313.9
Extreme,Dehradun,Waste pipe leakage,Shave/beard grooming,163.61
Fine,Jaipur,Inverter fuse replacement,Shave/beard grooming,410.36
Extreme,Ahemdabad,Bulbs installation (upto 5 bulbs),Massage,453.32
Extreme,Jaipur,Stabilizer installation,Pest control,205.63
Extreme,Rishikesh,Switchboard installation,Hair colour,313.84
Extreme,Ahemdabad,Mini home theater installation,Pest control,480.02
Extreme,Delhi,3 Phase Changeover Switch Installation,Full home cleaning,92.62
Fine,Jaipur,TV installation (above 48 inches),Water Purifier Repair,138.68
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Shave/beard grooming,89.47
Fine,Jaipur,Geyser Uninstallation,Plumber,286
Extreme,Lucknow,Wash basin installation,Massage,271.09
Fine,Noida,Double battery inverter installation,Kitchen cleaning,190.05
Fine,Ahemdabad,Inverter servicing,Kitchen cleaning,340.34
Fine,Lucknow,Stabilizer installation,Carpenter,319.61
Extreme,Haridwar,Geyser Installation,AC Repair Service,489.49
Fine,Dehradun,Sub meter installation,Full home cleaning,370.59
Fine,Delhi,Geyser Uninstallation,Massage,258.28
Extreme,Dehradun,Hot & cold water mixer repair,Hair colour,116.98
Fine,Noida,Inverter PCB Card Replacement,AC Repair Service,306.53
Fine,Noida,3 Phase Changeover Switch Installation,Electrician,413.22
Extreme,Haridwar,Bulb holder installation,Plumber,194.25
Extreme,Noida,Stabilizer installation,Carpenter,119.21
Fine,Jaipur,Ceiling Fan Installation,Massage,365.72
Fine,Dehradun,Decorative Lights Uninstallation (per 5m),Chimney Repair,321.1
Fine,Rishikesh,Lights Uninstallation (per 20 m),Full home cleaning,485.94
Extreme,Ahemdabad,Decorative Lights Uninstallation (per 5m),Massage,248.85
Fine,Noida,Cavity sensor,Kitchen cleaning,457.43
Fine,Jaipur,TV installation (above 48 inches),Water Purifier Repair,387.88
Extreme,Delhi,Bulb Holder Installation,Bathroom cleaning,408.46
Fine,Noida,Fan uninstallation,Washing Machine Repair,172.83
Extreme,Dehradun,AC switchbox installation,Full home cleaning,123.02
Fine,Haridwar,Switchboard installation,Pest control,318.85
Fine,Delhi,Tubelight Installation/Repair,Pest control,409.22
Fine,Haridwar,Stabilizer installation,Full home cleaning,160.09
Fine,Dehradun,Inverter fuse replacement,Face care,340.39
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Microwave Repair,376.37
Extreme,Ahemdabad,Double battery inverter installation,Washing Machine Repair,382.94
Extreme,Noida,Ceiling fan regulator replacement,Microwave Repair,90.9
Extreme,Rishikesh,Geyser Installation,Pest control,179.76
Fine,Haridwar,Decorative Lights Installation (per 15m),Massage,326.46
Fine,Ahemdabad,Thermal Cut Off (TCO),Pest control,297.68
Fine,Noida,Timer,Full home cleaning,324.58
Fine,Ahemdabad,Minor fittings installation,Hair colour,150.87
Fine,Dehradun,Double Pole MCB Installation,Shave/beard grooming,404.03
Extreme,Rishikesh,Switchboard repair,Home painting,197.04
Fine,Jaipur,Decorative Lights Installation (per 15m),Men/kids haircut,83.45
Extreme,Ahemdabad,Fuse 5 / 15 Amp,Chimney Repair,188.13
Fine,Rishikesh,Wash basin installation,Massage,127.65
Fine,Haridwar,Timer,AC Repair Service,126.7
Extreme,Ahemdabad,Decorative Lights Installation (per 15m),Pest control,157.4
Extreme,Haridwar,Wash Basin Leakage Repair,Laptop Repair,402.46
Extreme,Ahemdabad,Double Pole MCB Installation,Full home cleaning,176.83
Extreme,Lucknow,Geyser Installation,Pest control,361.32
Fine,Haridwar,Decorative ceiling fan installation,Men/kids haircut,360.89
Extreme,Lucknow,Switchboard installation,Full home cleaning,87.33
Extreme,Dehradun,Material Procurement Charges,Water Purifier Repair,202.26
Fine,Noida,Double Pole MCB Installation,Men/kids haircut,241.42
Fine,Dehradun,AC switchbox installation,Men/kids haircut,140.5
Fine,Dehradun,Bulb Holder Installation,Refrigerator Repair,346.16
Fine,Ahemdabad,Shower installation (ceiling mounted),Carpenter,94.16
Fine,Jaipur,Double battery inverter installation,Refrigerator Repair,316.05
Extreme,Jaipur,New wiring without casing (per 5m),Full home cleaning,216.65
Extreme,Rishikesh,Decorative Lights Installation (per 5m),Carpenter,496.62
Extreme,Dehradun,New wiring without casing (per 5m),Shave/beard grooming,87.53
Fine,Rishikesh,Wash basin blockage removal,Microwave Repair,351.31
Extreme,Haridwar,Inverter fuse replacement,Laptop Repair,246.62
Fine,Dehradun,Wash basin installation,Washing Machine Repair,160.24
Fine,Rishikesh,Bulb holder installation,Kitchen cleaning,182.65
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Plumber,342.74
Extreme,Haridwar,3 Phase Changeover Switch Installation,AC Repair Service,460.19
Fine,Haridwar,Geyser Installation,Kitchen cleaning,93.97
Fine,Delhi,Minor fittings installation,Full home cleaning,112.84
Fine,Noida,Fan uninstallation,AC Repair Service,286.95
Extreme,Rishikesh,Decorative Lights Uninstallation (per 5m),Home painting,368.52
Fine,Dehradun,Tap repair,Refrigerator Repair,266.32
Extreme,Lucknow,Tubelight Installation/Repair,Men/kids haircut,346.34
Extreme,Lucknow,Triple Pole MCB Installation,Bathroom cleaning,186.48
Fine,Lucknow,Bulb holder installation,AC Repair Service,111.77
Extreme,Noida,Double battery inverter installation,Massage,439.49
Fine,Delhi,Fan repair,Kitchen cleaning,142.45
Fine,Rishikesh,TV installation (above 48 inches),Full home cleaning,229.97
Fine,Haridwar,PCB Repair,Carpenter,370.07
Fine,Dehradun,Tap installation,Shave/beard grooming,313.35
Fine,Dehradun,Inverter PCB Card Replacement,Plumber,254.13
Extreme,Lucknow,Wash basin installation,Home painting,231.43
Fine,Rishikesh,Waste pipe leakage,Bathroom cleaning,401.61
Fine,Dehradun,Wash basin blockage removal,Refrigerator Repair,70.21
Fine,Dehradun,Bulb,Kitchen cleaning,112.34
Extreme,Ahemdabad,Inverter fuse replacement,AC Repair Service,90.71
Fine,Dehradun,TV uninstallation,Microwave Repair,424.22
Extreme,Rishikesh,Triple Pole MCB Installation,Home painting,470.03
Extreme,Jaipur,Shower installation (ceiling mounted),Men/kids haircut,225.55
Fine,Delhi,Decorative ceiling fan installation,AC Repair Service,203.54
Fine,Lucknow,Hot & cold water mixer repair,Massage,200.72
Extreme,Haridwar,Sub meter installation,Men/kids haircut,55.98
Extreme,Rishikesh,Fan uninstallation,Refrigerator Repair,208.92
Extreme,Delhi,Switch/socket replacement,Laptop Repair,436.46
Fine,Dehradun,TV installation (up to 48 inches),Water Purifier Repair,289.52
Fine,Dehradun,Double battery inverter installation,Hair colour,140.75
Extreme,Rishikesh,Switch Membrane / Key Pad Repair,Hair colour,374.63
Fine,Dehradun,Bulb,Bathroom cleaning,93.01
Extreme,Noida,Double Pole MCB Installation,Plumber,284.74
Fine,Delhi,Double battery inverter installation,Carpenter,254.53
Fine,Dehradun,Timer,Plumber,131.99
Extreme,Lucknow,Wash basin blockage removal,AC Repair Service,268.97
Extreme,Ahemdabad,Switch/socket replacement,Water Purifier Repair,491.69
Extreme,Delhi,Tap repair,Plumber,248.33
Extreme,Delhi,Inverter servicing,Face care,139.74
Fine,Jaipur,3 Phase Changeover Switch Installation,Washing Machine Repair,101.1
Extreme,Haridwar,Wash Basin Leakage Repair,Hair colour,279.71
Fine,Haridwar,Inverter servicing,Face care,350.5
Fine,Noida,AC switchbox installation,Refrigerator Repair,383.6
Fine,Noida,Tap replacement,Shave/beard grooming,136.32
Fine,Jaipur,Hot & cold water mixer installation,Refrigerator Repair,195.62
Extreme,Delhi,PCB Repair,Bathroom cleaning,405.57
Extreme,Dehradun,Timer,Shave/beard grooming,245.63
Extreme,Jaipur,Drainage pipe blockage removal,Carpenter,151.45
Fine,Rishikesh,New wiring without casing (per 5m),AC Repair Service,194.63
Fine,Ahemdabad,Tap replacement,Face care,473.84
Extreme,Ahemdabad,Ceiling Fan Installation,Water Purifier Repair,244.53
Extreme,Haridwar,Balcony drain blockage removal,Laptop Repair,440.19
Extreme,Jaipur,Lantern Installation,Water Purifier Repair,115.29
Extreme,Delhi,Lights Uninstallation (per 20 m),Home painting,368.76
Extreme,Noida,Double Pole MCB Installation,Microwave Repair,494.28
Fine,Haridwar,Ceiling Fan Installation,Chimney Repair,73.15
Extreme,Ahemdabad,Double battery inverter installation,Plumber,154.95
Extreme,Ahemdabad,Lantern Installation,Washing Machine Repair,220.4
Extreme,Rishikesh,Door bell installation,Massage,427.41
Fine,Delhi,Double Pole MCB Installation,Washing Machine Repair,173.15
Extreme,Lucknow,MCB fuse replacement,Shave/beard grooming,115.06
Fine,Noida,Material Procurement Charges,AC Repair Service,207.6
Extreme,Haridwar,Wash Basin Leakage Repair,Hair colour,91.5
Extreme,Delhi,Double Pole MCB Installation,Shave/beard grooming,413.33
Extreme,Haridwar,Triple Pole MCB Installation,Laptop Repair,124.46
Extreme,Noida,Wash basin blockage removal,Hair colour,480.46
Extreme,Rishikesh,Four Pole MCB Installation,Chimney Repair,492.1
Extreme,Lucknow,Ceiling Fan Installation,Carpenter,161.31
Extreme,Delhi,Shower installation (ceiling mounted),Hair colour,255.93
Extreme,Dehradun,Wash Basin Leakage Repair,Bathroom cleaning,417.89
Fine,Delhi,New wiring with casing (per 5m),Washing Machine Repair,95.4
Extreme,Haridwar,Bulb,Hair colour,299.34
Fine,Haridwar,Lantern Installation,Kitchen cleaning,65.24
Extreme,Rishikesh,PCB Repair,Men/kids haircut,79.34
Extreme,Dehradun,Lantern Installation,Men/kids haircut,357.25
Fine,Jaipur,TV installation (above 48 inches),Massage,110.09
Extreme,Rishikesh,New wiring without casing (per 5m),Shave/beard grooming,379.22
Extreme,Noida,Decorative ceiling fan installation,Men/kids haircut,476.87
Extreme,Rishikesh,Tap replacement,Laptop Repair,460.94
Fine,Noida,Decorative Lights Installation (per 10m),Pest control,224.98
Fine,Haridwar,Fan uninstallation,Laptop Repair,123.57
Extreme,Jaipur,Stabilizer installation,Chimney Repair,94.05
Extreme,Jaipur,Four Pole MCB Installation,Refrigerator Repair,55.06
Fine,Ahemdabad,Door bell installation,Hair colour,318.9
Fine,Rishikesh,Fan repair,Home painting,110.42
Fine,Noida,Decorative ceiling fan installation,Refrigerator Repair,204.08
Fine,Delhi,New wiring with casing (per 5m),AC Repair Service,126.17
Extreme,Jaipur,Chandelier installation (upto 6 bulbs),Refrigerator Repair,310.37
Extreme,Dehradun,Geyser Uninstallation,AC Repair Service,368.03
Extreme,Ahemdabad,Hot & cold water mixer repair,AC Repair Service,200.88
Fine,Haridwar,Shower installation (ceiling mounted),Men/kids haircut,82.16
Extreme,Dehradun,Inverter servicing,Home painting,226.32
Extreme,Haridwar,Switch Membrane / Key Pad Repair,AC Repair Service,123.07
Fine,Haridwar,Chandelier installation (upto 6 bulbs),AC Repair Service,387.2
Fine,Dehradun,Bulb Holder Installation,Water Purifier Repair,365.91
Extreme,Rishikesh,PCB Repair,Electrician,257.33
Extreme,Ahemdabad,Tap repair,AC Repair Service,370.78
Fine,Jaipur,Wash basin blockage removal,Pest control,134.3
Fine,Rishikesh,Wash Basin Leakage Repair,Electrician,146.83
Extreme,Noida,3 Phase changeover switch installation,Microwave Repair,402.89
Fine,Delhi,Fan uninstallation,Microwave Repair,176.08
Fine,Ahemdabad,3 Phase changeover switch installation,Laptop Repair,220.07
Fine,Rishikesh,Double Pole MCB Installation,Carpenter,149.66
Fine,Jaipur,Tap replacement,Face care,192.58
Fine,Rishikesh,Fan replacement,Laptop Repair,482.01
Fine,Delhi,Switchboard repair,Full home cleaning,255.44
Fine,Dehradun,Waste pipe leakage,Plumber,352.12
Extreme,Noida,Hot & cold water mixer repair,AC Repair Service,210.98
Extreme,Delhi,Triple Pole MCB Installation,Full home cleaning,98.42
Extreme,Dehradun,Fan replacement,Home painting,77.46
Extreme,Haridwar,Inverter servicing,Pest control,163.74
Extreme,Ahemdabad,AC switchbox installation,Shave/beard grooming,182.68
Fine,Dehradun,Fan Coil Repair,Kitchen cleaning,252.72
Fine,Dehradun,Tap installation,Bathroom cleaning,144.44
Fine,Delhi,New wiring with casing (per 5m),Washing Machine Repair,160.9
Extreme,Rishikesh,Material Procurement Charges,Full home cleaning,481.52
Fine,Ahemdabad,3 Phase changeover switch installation,Washing Machine Repair,201.8
Extreme,Ahemdabad,Double Pole MCB Installation,Kitchen cleaning,496.2
Extreme,Dehradun,Ceiling Fan Installation,Kitchen cleaning,102.29
Fine,Haridwar,Balcony drain blockage removal,AC Repair Service,180.48
Fine,Noida,Single battery inverter installation,Water Purifier Repair,106.84
Fine,Lucknow,Sub meter installation,Washing Machine Repair,429.7
Fine,Jaipur,Four Pole MCB Installation,Plumber,192.91
Extreme,Dehradun,Door bell installation,Washing Machine Repair,133.74
Fine,Haridwar,Decorative Lights Installation (per 10m),Refrigerator Repair,56.08
Fine,Ahemdabad,New wiring without casing (per 5m),Kitchen cleaning,351.48
Extreme,Jaipur,Switchboard installation,Hair colour,410.85
Fine,Noida,Switchboard repair,Massage,422.27
Extreme,Rishikesh,Shower installation (wall mounted/ hand-held),Pest control,324.88
Extreme,Haridwar,New internal wiring (per 5m),Shave/beard grooming,74.8
Fine,Haridwar,Double Pole MCB Installation,Plumber,289.26
Extreme,Rishikesh,Tap replacement,Electrician,170.5
Extreme,Delhi,Timer,Face care,405.01
Extreme,Noida,Hot & cold water mixer installation,Face care,67.72
Fine,Ahemdabad,Fan replacement,Water Purifier Repair,75.88
Fine,Dehradun,Drainage pipe blockage removal,Chimney Repair,334.2
Fine,Delhi,Double Pole MCB Installation,Refrigerator Repair,246.81
Extreme,Noida,Inverter PCB Card Replacement,Plumber,124.2
Fine,Dehradun,Wash Basin Leakage Repair,Massage,345.41
Extreme,Ahemdabad,Chandelier installation (upto 6 bulbs),Bathroom cleaning,234.9
Extreme,Dehradun,Bulb holder installation,Shave/beard grooming,412.72
Fine,Ahemdabad,PCB Repair,Microwave Repair,401.86
Extreme,Lucknow,Decorative Lights Uninstallation (per 5m),Hair colour,460.46
Extreme,Noida,Bulb,Laptop Repair,234.6
Fine,Dehradun,Decorative Lights Installation (per 15m),Pest control,133.77
Extreme,Haridwar,Triple Pole MCB Installation,Refrigerator Repair,360.7
Fine,Delhi,Decorative Lights Uninstallation (per 5m),Men/kids haircut,208.15
Fine,Ahemdabad,Fan repair,Electrician,179.34
Extreme,Dehradun,TV installation (above 48 inches),Full home cleaning,127.11
Extreme,Jaipur,Switchboard repair,Face care,233.59
Extreme,Jaipur,Inverter fuse replacement,Full home cleaning,237.3
Extreme,Dehradun,TV installation (up to 48 inches),Refrigerator Repair,149.01
Fine,Dehradun,New wiring without casing (per 5m),Bathroom cleaning,383.91
Extreme,Haridwar,Decorative Lights Installation (per 10m),Home painting,291.01
Extreme,Noida,Fan Coil Repair,Kitchen cleaning,309.96
Fine,Delhi,Cavity sensor,Massage,82.97
Fine,Noida,Single battery inverter installation,Washing Machine Repair,442.97
Extreme,Lucknow,Bulb holder installation,Chimney Repair,115.02
Fine,Lucknow,Single pole MCB installation,Kitchen cleaning,396.61
Fine,Jaipur,Room heater repair,Microwave Repair,137.2
Fine,Delhi,Switchboard installation,Electrician,123.68
Fine,Delhi,Ceiling fan regulator replacement,Full home cleaning,340.75
Fine,Dehradun,Fan replacement,Washing Machine Repair,399.62
Extreme,Jaipur,Minor fittings installation,AC Repair Service,363.24
Fine,Jaipur,Bulb Holder Installation,Hair colour,373.29
Extreme,Jaipur,Double Pole MCB Installation,Chimney Repair,107.9
Fine,Lucknow,Four Pole MCB Installation,Laptop Repair,467.47
Extreme,Delhi,TV installation (above 48 inches),Face care,486.13
Fine,Dehradun,Mini home theater installation,Massage,218.36
Extreme,Dehradun,Tap replacement,Washing Machine Repair,115.69
Fine,Rishikesh,Switchboard repair,Full home cleaning,255.55
Fine,Lucknow,Shower installation (ceiling mounted),AC Repair Service,332.81
Fine,Delhi,Decorative Lights Installation (per 5m),Electrician,301.37
Extreme,Noida,Minor fittings installation,Electrician,111.71
Fine,Dehradun,Drainage pipe blockage removal,Kitchen cleaning,490.92
Extreme,Delhi,Stabilizer installation,Hair colour,105.74
Fine,Delhi,Bulb Holder Installation,Refrigerator Repair,244.05
Fine,Dehradun,Balcony drain blockage removal,Face care,149.84
Fine,Jaipur,Decorative Lights Installation (per 15m),AC Repair Service,265.78
Fine,Delhi,Single pole MCB installation,Shave/beard grooming,436.32
Extreme,Haridwar,Fan uninstallation,Hair colour,252.8
Extreme,Rishikesh,Mini home theater installation,Home painting,360.11
Extreme,Ahemdabad,Hot & cold water mixer repair,Washing Machine Repair,495.32
Extreme,Lucknow,TV installation (up to 48 inches),Electrician,348.71
Extreme,Noida,Inverter PCB Card Replacement,Men/kids haircut,307.25
Fine,Ahemdabad,Fan Coil Repair,Massage,387.27
Fine,Jaipur,Shower installation (ceiling mounted),Home painting,497.91
Fine,Rishikesh,Hot & cold water mixer installation,Laptop Repair,409.56
Fine,Noida,3 Phase changeover switch installation,Home painting,86.84
Extreme,Haridwar,3 Phase changeover switch installation,Massage,360.05
Extreme,Lucknow,Replace CFL to LED,Bathroom cleaning,69.62
Fine,Noida,New internal wiring (per 5m),Microwave Repair,422.36
Extreme,Ahemdabad,Shower installation (wall mounted/ hand-held),Face care,83.48
Fine,Rishikesh,Bulb,Men/kids haircut,385.34
Extreme,Ahemdabad,Fan replacement,Laptop Repair,377.26
Fine,Rishikesh,Bulbs installation (upto 5 bulbs),Pest control,275.14
Extreme,Delhi,Shower installation (wall mounted/ hand-held),Hair colour,356.36
Fine,Noida,Chandelier installation (more than 6 bulbs),Bathroom cleaning,65.27
Fine,Lucknow,AC switchbox installation,Full home cleaning,196.27
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Washing Machine Repair,132.69
Extreme,Delhi,Fuse 5 / 15 Amp,Massage,381.52
Fine,Lucknow,Material Procurement Charges,Refrigerator Repair,229.86
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Shave/beard grooming,496.82
Extreme,Dehradun,New wiring without casing (per 5m),Home painting,55.58
Extreme,Haridwar,Inverter fuse replacement,Hair colour,448.04
Extreme,Delhi,Bulb,Face care,402.85
Fine,Haridwar,Decorative light & bed lamp installation,Microwave Repair,108.68
Extreme,Haridwar,Inverter PCB Card Replacement,AC Repair Service,314.25
Fine,Delhi,TV installation (above 48 inches),Plumber,295.18
Extreme,Ahemdabad,New internal wiring (per 5m),Electrician,346.22
Extreme,Haridwar,Double battery inverter installation,Shave/beard grooming,455.04
Fine,Ahemdabad,Chandelier installation (more than 6 bulbs),Home painting,287.33
Extreme,Dehradun,Balcony drain blockage removal,Carpenter,450.52
Extreme,Jaipur,Triple Pole MCB Installation,Home painting,391.9
Extreme,Haridwar,Tubelight Installation/Repair,AC Repair Service,112.94
Fine,Rishikesh,Inverter fuse replacement,Shave/beard grooming,121.68
Fine,Delhi,Wash Basin Leakage Repair,Washing Machine Repair,158.97
Fine,Ahemdabad,Fan repair,Kitchen cleaning,408.68
Extreme,Delhi,Wash Basin Leakage Repair,Carpenter,372.33
Fine,Delhi,Mini home theater installation,Face care,338.65
Extreme,Rishikesh,New wiring with casing (per 5m),AC Repair Service,448.49
Fine,Haridwar,Inverter servicing,Washing Machine Repair,422.73
Fine,Lucknow,Decorative light & bed lamp installation,Laptop Repair,52.06
Extreme,Delhi,Sub meter installation,Microwave Repair,199.46
Fine,Ahemdabad,Hot & cold water mixer installation,Laptop Repair,129.31
Extreme,Noida,Balcony drain blockage removal,Laptop Repair,146.69
Extreme,Noida,Fan Coil Repair,Men/kids haircut,248.38
Extreme,Jaipur,Inverter fuse replacement,Chimney Repair,402.23
Fine,Dehradun,Shower installation (wall mounted/ hand-held),Washing Machine Repair,132.09
Fine,Dehradun,Wash basin blockage removal,Home painting,328.8
Fine,Dehradun,Ceiling Fan Installation,Full home cleaning,77.32
Fine,Haridwar,TV installation (up to 48 inches),Plumber,416.04
Fine,Ahemdabad,Tap installation,Electrician,138.54
Extreme,Dehradun,Single battery inverter installation,Pest control,435.62
Fine,Lucknow,Double Pole MCB Installation,Full home cleaning,145.15
Extreme,Rishikesh,Triple Pole MCB Installation,Water Purifier Repair,354.36
Extreme,Haridwar,Bulb Holder Installation,Bathroom cleaning,376.81
Fine,Delhi,Stabilizer installation,Pest control,463.44
Fine,Ahemdabad,Room heater repair,Shave/beard grooming,60.16
Extreme,Ahemdabad,Decorative Lights Installation (per 5m),Bathroom cleaning,454.85
Extreme,Ahemdabad,Lights Uninstallation (per 20 m),Men/kids haircut,245.45
Fine,Noida,TV uninstallation,Face care,207.28
Extreme,Delhi,Decorative Lights Installation (per 5m),Plumber,173.01
Fine,Noida,Timer,Kitchen cleaning,388.3
Fine,Jaipur,Minor fittings installation,Face care,445.95
Fine,Ahemdabad,Hot & cold water mixer installation,Home painting,467.79
Extreme,Ahemdabad,New wiring without casing (per 5m),Plumber,267.47
Extreme,Ahemdabad,PCB Repair,Home painting,238.42
Fine,Dehradun,Bulbs installation (upto 5 bulbs),Microwave Repair,335.74
Fine,Jaipur,Waste pipe leakage,Electrician,471.87
Fine,Lucknow,TV installation (above 48 inches),Full home cleaning,455.48
Fine,Rishikesh,Tap installation,Kitchen cleaning,486.35
Extreme,Lucknow,Room heater repair,Men/kids haircut,316.98
Extreme,Dehradun,TV uninstallation,Hair colour,480.82
Fine,Rishikesh,Bulb Holder Installation,Hair colour,412.35
Fine,Ahemdabad,MCB fuse replacement,Home painting,447.22
Extreme,Ahemdabad,Decorative ceiling fan installation,Plumber,365.31
Extreme,Lucknow,Hot & cold water mixer repair,Men/kids haircut,444.05
Fine,Noida,TV uninstallation,Laptop Repair,379.83
Extreme,Haridwar,Waste pipe leakage,Plumber,398.07
Extreme,Dehradun,Replace CFL to LED,Washing Machine Repair,370.98
Extreme,Jaipur,AC switchbox installation,Laptop Repair,70.2
Fine,Haridwar,Room heater repair,Shave/beard grooming,205.81
Extreme,Noida,Switch/socket replacement,Full home cleaning,391.3
Extreme,Jaipur,Geyser Installation,Hair colour,271.91
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Laptop Repair,450.17
Extreme,Delhi,New wiring without casing (per 5m),Hair colour,308.34
Fine,Dehradun,Material Procurement Charges,Shave/beard grooming,386.83
Extreme,Lucknow,Decorative Lights Installation (per 15m),Shave/beard grooming,403.37
Extreme,Lucknow,Wash basin blockage removal,Carpenter,205.78
Extreme,Ahemdabad,Door bell replacement,Men/kids haircut,154.32
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Hair colour,331.64
Extreme,Jaipur,AC switchbox installation,Carpenter,181.7
Extreme,Rishikesh,Minor fittings installation,Bathroom cleaning,183.41
Fine,Haridwar,MCB fuse replacement,Shave/beard grooming,155.45
Fine,Jaipur,Shower installation (ceiling mounted),Electrician,281.42
Fine,Jaipur,Ceiling Fan Installation,Bathroom cleaning,248.9
Extreme,Delhi,Lantern Installation,Plumber,289.47
Fine,Rishikesh,Switch/socket replacement,Washing Machine Repair,255.9
Extreme,Delhi,Waste pipe leakage,Men/kids haircut,322.16
Extreme,Noida,Tap repair,Shave/beard grooming,441.31
Fine,Lucknow,TV installation (above 48 inches),Massage,463.34
Fine,Rishikesh,Double battery inverter installation,Carpenter,327.85
Fine,Haridwar,Inverter PCB Card Replacement,Chimney Repair,387.87
Fine,Noida,New internal wiring (per 5m),Pest control,157.74
Extreme,Rishikesh,Tubelight Installation/Repair,Face care,398.13
Extreme,Dehradun,Single pole MCB installation,Massage,252.06
Fine,Noida,Tubelight Installation/Repair,Massage,478.61
Fine,Delhi,Inverter servicing,Refrigerator Repair,210.85
Extreme,Dehradun,Decorative light & bed lamp installation,Washing Machine Repair,392.79
Fine,Haridwar,Balcony drain blockage removal,AC Repair Service,188.05
Fine,Haridwar,Geyser Installation,Shave/beard grooming,264.21
Fine,Delhi,Decorative Lights Installation (per 15m),Laptop Repair,156.61
Fine,Dehradun,Door bell installation,Carpenter,129.54
Fine,Haridwar,Replace CFL to LED,Full home cleaning,361.35
Fine,Dehradun,Tap replacement,Plumber,64.89
Extreme,Dehradun,3 Phase changeover switch installation,Kitchen cleaning,394.75
Fine,Ahemdabad,Switchboard repair,Laptop Repair,115.2
Extreme,Lucknow,Inverter servicing,Shave/beard grooming,435.64
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Plumber,485.21
Fine,Jaipur,Inverter servicing,Electrician,53.75
Fine,Noida,Switchboard repair,Microwave Repair,133.65
Fine,Ahemdabad,Room heater repair,AC Repair Service,203.23
Extreme,Ahemdabad,Fuse 5 / 15 Amp,Massage,367.51
Fine,Delhi,Door bell replacement,Shave/beard grooming,114.91
Extreme,Lucknow,Fan Coil Repair,Shave/beard grooming,116.18
Fine,Haridwar,TV uninstallation,Men/kids haircut,362.74
Extreme,Delhi,PCB Repair,Massage,238.36
Extreme,Delhi,Minor fittings installation,Refrigerator Repair,343.42
Fine,Jaipur,Material Procurement Charges,Water Purifier Repair,243.04
Fine,Haridwar,Thermal Cut Off (TCO),Carpenter,165.96
Fine,Ahemdabad,Decorative Lights Installation (per 5m),Microwave Repair,126.69
Extreme,Lucknow,New wiring with casing (per 5m),Laptop Repair,67.46
Fine,Noida,3 Phase Changeover Switch Installation,Full home cleaning,182.05
Extreme,Jaipur,Geyser Installation,Microwave Repair,324.55
Extreme,Haridwar,Geyser Installation,Laptop Repair,233.93
Fine,Delhi,Decorative light & bed lamp installation,Face care,105.23
Extreme,Dehradun,Chandelier installation (more than 6 bulbs),Full home cleaning,212.49
Extreme,Lucknow,TV installation (up to 48 inches),Microwave Repair,165.53
Fine,Noida,Fuse 5 / 15 Amp,Bathroom cleaning,185.84
Extreme,Lucknow,Single pole MCB installation,Hair colour,212.22
Extreme,Delhi,Decorative Lights Installation (per 10m),Refrigerator Repair,134.59
Extreme,Rishikesh,Switchboard repair,Washing Machine Repair,66.99
Extreme,Dehradun,Decorative Lights Installation (per 10m),Carpenter,119.32
Fine,Ahemdabad,Fan repair,Microwave Repair,230.02
Fine,Noida,Bulb holder installation,Men/kids haircut,453.68
Fine,Haridwar,Triple Pole MCB Installation,Electrician,303.43
Fine,Haridwar,Tubelight Installation/Repair,Laptop Repair,388.79
Fine,Ahemdabad,Bulb Holder Installation,Kitchen cleaning,271.44
Fine,Rishikesh,TV installation (up to 48 inches),Home painting,399.88
Extreme,Rishikesh,Material Procurement Charges,Bathroom cleaning,228.32
Fine,Delhi,Decorative light & bed lamp installation,Carpenter,269.3
Fine,Haridwar,Material Procurement Charges,Refrigerator Repair,320.31
Fine,Delhi,Sub meter installation,Hair colour,271.34
Extreme,Noida,TV installation (up to 48 inches),AC Repair Service,435.55
Extreme,Haridwar,Double Pole MCB Installation,Plumber,310.61
Fine,Jaipur,TV installation (up to 48 inches),Face care,208.62
Fine,Rishikesh,Cavity sensor,Washing Machine Repair,375.41
Extreme,Jaipur,Hot & cold water mixer repair,Carpenter,160.33
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,94.24
Fine,Jaipur,Fan uninstallation,Home painting,289.9
Extreme,Jaipur,Switchboard installation,Microwave Repair,328.68
Fine,Noida,Tubelight Installation/Repair,Home painting,458.07
Extreme,Lucknow,Decorative ceiling fan installation,Plumber,466.79
Fine,Noida,Hot & cold water mixer installation,Home painting,468.72
Extreme,Rishikesh,Fan replacement,Microwave Repair,149.93
