"﻿Weather,Subservice,City,Service,Price"
"Fine,Hot & cold water mixer installation,Rishikesh,Laptop Repair,409.56"
"Fine,3 Phase changeover switch installation,Noida,Home painting,86.84"
"Extreme,3 Phase changeover switch installation,Haridwar,Massage,360.05"
"Extreme,Replace CFL to LED,Lucknow,Bathroom cleaning,69.62"
"Fine,New internal wiring (per 5m),Noida,Microwave Repair,422.36"
"Extreme,Shower installation (wall mounted/ hand-held),Ahemdabad,Face care,83.48"
"Fine,Bulb,Rishikesh,Men/kids haircut,385.34"
"Extreme,Fan replacement,Ahemdabad,Laptop Repair,377.26"
"Fine,Bulbs installation (upto 5 bulbs),Rishikesh,Pest control,275.14"
"Extreme,Shower installation (wall mounted/ hand-held),Delhi,Hair colour,356.36"
"Fine,Chandelier installation (more than 6 bulbs),Noida,Bathroom cleaning,65.27"
"Fine,AC switchbox installation,Lucknow,Full home cleaning,196.27"
"Extreme,Decorative Lights Uninstallation (per 5m),Jaipur,Washing Machine Repair,132.69"
"Extreme,Fuse 5 / 15 Amp,Delhi,Massage,381.52"
"Fine,Material Procurement Charges,Lucknow,Refrigerator Repair,229.86"
"Extreme,Chandelier installation (more than 6 bulbs),Ahemdabad,Shave/beard grooming,496.82"
"Extreme,New wiring without casing (per 5m),Dehradun,Home painting,55.58"
"Extreme,Inverter fuse replacement,Haridwar,Hair colour,448.04"
"Extreme,Bulb,Delhi,Face care,402.85"
"Fine,Decorative light & bed lamp installation,Haridwar,Microwave Repair,108.68"
"Extreme,Inverter PCB Card Replacement,Haridwar,AC Repair Service,314.25"
"Fine,TV installation (above 48 inches),Delhi,Plumber,295.18"
"Extreme,New internal wiring (per 5m),Ahemdabad,Electrician,346.22"
"Extreme,Double battery inverter installation,Haridwar,Shave/beard grooming,455.04"
"Fine,Chandelier installation (more than 6 bulbs),Ahemdabad,Home painting,287.33"
"Extreme,Balcony drain blockage removal,Dehradun,Carpenter,450.52"
"Extreme,Triple Pole MCB Installation,Jaipur,Home painting,391.9"
"Extreme,Tubelight Installation/Repair,Haridwar,AC Repair Service,112.94"
"Fine,Inverter fuse replacement,Rishikesh,Shave/beard grooming,121.68"
"Fine,Wash Basin Leakage Repair,Delhi,Washing Machine Repair,158.97"
"Fine,Fan repair,Ahemdabad,Kitchen cleaning,408.68"
"Extreme,Wash Basin Leakage Repair,Delhi,Carpenter,372.33"
"Fine,Mini home theater installation,Delhi,Face care,338.65"
"Extreme,New wiring with casing (per 5m),Rishikesh,AC Repair Service,448.49"
"Fine,Inverter servicing,Haridwar,Washing Machine Repair,422.73"
"Fine,Decorative light & bed lamp installation,Lucknow,Laptop Repair,52.06"
"Extreme,Sub meter installation,Delhi,Microwave Repair,199.46"
"Fine,Hot & cold water mixer installation,Ahemdabad,Laptop Repair,129.31"
"Extreme,Balcony drain blockage removal,Noida,Laptop Repair,146.69"
"Extreme,Fan Coil Repair,Noida,Men/kids haircut,248.38"
"Extreme,Inverter fuse replacement,Jaipur,Chimney Repair,402.23"
"Fine,Shower installation (wall mounted/ hand-held),Dehradun,Washing Machine Repair,132.09"
"Fine,Wash basin blockage removal,Dehradun,Home painting,328.8"
"Fine,Ceiling Fan Installation,Dehradun,Full home cleaning,77.32"
"Fine,TV installation (up to 48 inches),Haridwar,Plumber,416.04"
"Fine,Tap installation,Ahemdabad,Electrician,138.54"
"Extreme,Single battery inverter installation,Dehradun,Pest control,435.62"
"Fine,Double Pole MCB Installation,Lucknow,Full home cleaning,145.15"
"Extreme,Triple Pole MCB Installation,Rishikesh,Water Purifier Repair,354.36"
"Extreme,Bulb Holder Installation,Haridwar,Bathroom cleaning,376.81"
"Fine,Stabilizer installation,Delhi,Pest control,463.44"
"Fine,Room heater repair,Ahemdabad,Shave/beard grooming,60.16"
"Extreme,Decorative Lights Installation (per 5m),Ahemdabad,Bathroom cleaning,454.85"
"Extreme,Lights Uninstallation (per 20 m),Ahemdabad,Men/kids haircut,245.45"
"Fine,TV uninstallation,Noida,Face care,207.28"
"Extreme,Decorative Lights Installation (per 5m),Delhi,Plumber,173.01"
"Fine,Timer,Noida,Kitchen cleaning,388.3"
"Fine,Minor fittings installation,Jaipur,Face care,445.95"
"Fine,Hot & cold water mixer installation,Ahemdabad,Home painting,467.79"
"Extreme,New wiring without casing (per 5m),Ahemdabad,Plumber,267.47"
"Extreme,PCB Repair,Ahemdabad,Home painting,238.42"
"Fine,Bulbs installation (upto 5 bulbs),Dehradun,Microwave Repair,335.74"
"Fine,Waste pipe leakage,Jaipur,Electrician,471.87"
"Fine,TV installation (above 48 inches),Lucknow,Full home cleaning,455.48"
"Fine,Tap installation,Rishikesh,Kitchen cleaning,486.35"
"Extreme,Room heater repair,Lucknow,Men/kids haircut,316.98"
"Extreme,TV uninstallation,Dehradun,Hair colour,480.82"
"Fine,Bulb Holder Installation,Rishikesh,Hair colour,412.35"
"Fine,MCB fuse replacement,Ahemdabad,Home painting,447.22"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Plumber,365.31"
"Extreme,Hot & cold water mixer repair,Lucknow,Men/kids haircut,444.05"
"Fine,TV uninstallation,Noida,Laptop Repair,379.83"
"Extreme,Waste pipe leakage,Haridwar,Plumber,398.07"
"Extreme,Replace CFL to LED,Dehradun,Washing Machine Repair,370.98"
"Extreme,AC switchbox installation,Jaipur,Laptop Repair,70.2"
"Fine,Room heater repair,Haridwar,Shave/beard grooming,205.81"
"Extreme,Switch/socket replacement,Noida,Full home cleaning,391.3"
"Extreme,Geyser Installation,Jaipur,Hair colour,271.91"
"Extreme,Chandelier installation (more than 6 bulbs),Lucknow,Laptop Repair,450.17"
"Extreme,New wiring without casing (per 5m),Delhi,Hair colour,308.34"
"Fine,Material Procurement Charges,Dehradun,Shave/beard grooming,386.83"
"Extreme,Decorative Lights Installation (per 15m),Lucknow,Shave/beard grooming,403.37"
"Extreme,Wash basin blockage removal,Lucknow,Carpenter,205.78"
"Extreme,Door bell replacement,Ahemdabad,Men/kids haircut,154.32"
"Extreme,Decorative Lights Uninstallation (per 5m),Noida,Hair colour,331.64"
"Extreme,AC switchbox installation,Jaipur,Carpenter,181.7"
"Extreme,Minor fittings installation,Rishikesh,Bathroom cleaning,183.41"
"Fine,MCB fuse replacement,Haridwar,Shave/beard grooming,155.45"
"Fine,Shower installation (ceiling mounted),Jaipur,Electrician,281.42"
"Fine,Ceiling Fan Installation,Jaipur,Bathroom cleaning,248.9"
"Extreme,Lantern Installation,Delhi,Plumber,289.47"
"Fine,Switch/socket replacement,Rishikesh,Washing Machine Repair,255.9"
"Extreme,Waste pipe leakage,Delhi,Men/kids haircut,322.16"
"Extreme,Tap repair,Noida,Shave/beard grooming,441.31"
"Fine,TV installation (above 48 inches),Lucknow,Massage,463.34"
"Fine,Double battery inverter installation,Rishikesh,Carpenter,327.85"
"Fine,Inverter PCB Card Replacement,Haridwar,Chimney Repair,387.87"
"Fine,New internal wiring (per 5m),Noida,Pest control,157.74"
"Extreme,Tubelight Installation/Repair,Rishikesh,Face care,398.13"
"Extreme,Single pole MCB installation,Dehradun,Massage,252.06"
"Fine,Tubelight Installation/Repair,Noida,Massage,478.61"
"Fine,Inverter servicing,Delhi,Refrigerator Repair,210.85"
"Extreme,Decorative light & bed lamp installation,Dehradun,Washing Machine Repair,392.79"
"Fine,Balcony drain blockage removal,Haridwar,AC Repair Service,188.05"
"Fine,Geyser Installation,Haridwar,Shave/beard grooming,264.21"
"Fine,Decorative Lights Installation (per 15m),Delhi,Laptop Repair,156.61"
"Fine,Door bell installation,Dehradun,Carpenter,129.54"
"Fine,Replace CFL to LED,Haridwar,Full home cleaning,361.35"
"Fine,Tap replacement,Dehradun,Plumber,64.89"
"Extreme,3 Phase changeover switch installation,Dehradun,Kitchen cleaning,394.75"
"Fine,Switchboard repair,Ahemdabad,Laptop Repair,115.2"
"Extreme,Inverter servicing,Lucknow,Shave/beard grooming,435.64"
"Extreme,Chandelier installation (more than 6 bulbs),Jaipur,Plumber,485.21"
"Fine,Inverter servicing,Jaipur,Electrician,53.75"
"Fine,Switchboard repair,Noida,Microwave Repair,133.65"
"Fine,Room heater repair,Ahemdabad,AC Repair Service,203.23"
"Extreme,Fuse 5 / 15 Amp,Ahemdabad,Massage,367.51"
"Fine,Door bell replacement,Delhi,Shave/beard grooming,114.91"
"Extreme,Fan Coil Repair,Lucknow,Shave/beard grooming,116.18"
"Fine,TV uninstallation,Haridwar,Men/kids haircut,362.74"
"Extreme,PCB Repair,Delhi,Massage,238.36"
"Extreme,Minor fittings installation,Delhi,Refrigerator Repair,343.42"
"Fine,Material Procurement Charges,Jaipur,Water Purifier Repair,243.04"
"Fine,Thermal Cut Off (TCO),Haridwar,Carpenter,165.96"
"Fine,Decorative Lights Installation (per 5m),Ahemdabad,Microwave Repair,126.69"
"Extreme,New wiring with casing (per 5m),Lucknow,Laptop Repair,67.46"
"Fine,3 Phase Changeover Switch Installation,Noida,Full home cleaning,182.05"
"Extreme,Geyser Installation,Jaipur,Microwave Repair,324.55"
"Extreme,Geyser Installation,Haridwar,Laptop Repair,233.93"
"Fine,Decorative light & bed lamp installation,Delhi,Face care,105.23"
"Extreme,Chandelier installation (more than 6 bulbs),Dehradun,Full home cleaning,212.49"
"Extreme,TV installation (up to 48 inches),Lucknow,Microwave Repair,165.53"
"Fine,Fuse 5 / 15 Amp,Noida,Bathroom cleaning,185.84"
"Extreme,Single pole MCB installation,Lucknow,Hair colour,212.22"
"Extreme,Decorative Lights Installation (per 10m),Delhi,Refrigerator Repair,134.59"
"Extreme,Switchboard repair,Rishikesh,Washing Machine Repair,66.99"
"Extreme,Decorative Lights Installation (per 10m),Dehradun,Carpenter,119.32"
"Fine,Fan repair,Ahemdabad,Microwave Repair,230.02"
"Fine,Bulb holder installation,Noida,Men/kids haircut,453.68"
"Fine,Triple Pole MCB Installation,Haridwar,Electrician,303.43"
"Fine,Tubelight Installation/Repair,Haridwar,Laptop Repair,388.79"
"Fine,Bulb Holder Installation,Ahemdabad,Kitchen cleaning,271.44"
"Fine,TV installation (up to 48 inches),Rishikesh,Home painting,399.88"
"Extreme,Material Procurement Charges,Rishikesh,Bathroom cleaning,228.32"
"Fine,Decorative light & bed lamp installation,Delhi,Carpenter,269.3"
"Fine,Material Procurement Charges,Haridwar,Refrigerator Repair,320.31"
"Fine,Sub meter installation,Delhi,Hair colour,271.34"
"Extreme,TV installation (up to 48 inches),Noida,AC Repair Service,435.55"
"Extreme,Double Pole MCB Installation,Haridwar,Plumber,310.61"
"Fine,TV installation (up to 48 inches),Jaipur,Face care,208.62"
"Fine,Cavity sensor,Rishikesh,Washing Machine Repair,375.41"
"Extreme,Hot & cold water mixer repair,Jaipur,Carpenter,160.33"
"Extreme,Chandelier installation (more than 6 bulbs),Noida,Carpenter,94.24"
"Fine,Fan uninstallation,Jaipur,Home painting,289.9"
"Extreme,Switchboard installation,Jaipur,Microwave Repair,328.68"
"Fine,Tubelight Installation/Repair,Noida,Home painting,458.07"
"Extreme,Decorative ceiling fan installation,Lucknow,Plumber,466.79"
"Fine,Hot & cold water mixer installation,Noida,Home painting,468.72"
"Extreme,Fan replacement,Rishikesh,Microwave Repair,149.93"
"Extreme,Switch Membrane / Key Pad Repair,Haridwar,Refrigerator Repair,184.67"
"Extreme,MCB fuse replacement,Rishikesh,Microwave Repair,304.17"
"Fine,Switchboard installation,Rishikesh,Men/kids haircut,320.19"
"Extreme,Tap replacement,Delhi,Shave/beard grooming,357.14"
"Extreme,Timer,Rishikesh,Washing Machine Repair,320.76"
"Fine,Room heater repair,Haridwar,Chimney Repair,204.28"
"Extreme,Mini home theater installation,Haridwar,Laptop Repair,147.37"
"Extreme,Material Procurement Charges,Jaipur,Washing Machine Repair,390.04"
"Fine,MCB fuse replacement,Delhi,Pest control,97.76"
"Extreme,Fan Coil Repair,Rishikesh,Water Purifier Repair,240.74"
"Fine,Door bell replacement,Lucknow,Plumber,209.49"
"Fine,Fan Coil Repair,Ahemdabad,Refrigerator Repair,328.05"
"Fine,Door bell installation,Haridwar,AC Repair Service,143.99"
"Fine,Bulb,Rishikesh,AC Repair Service,497.67"
"Fine,Geyser Uninstallation,Lucknow,Massage,329.26"
"Extreme,Room heater repair,Delhi,Kitchen cleaning,184.25"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Men/kids haircut,91.95"
"Fine,Switch Membrane / Key Pad Repair,Haridwar,Hair colour,425.1"
"Extreme,Geyser Uninstallation,Ahemdabad,Refrigerator Repair,408.96"
"Extreme,Thermal Cut Off (TCO),Dehradun,AC Repair Service,350.56"
"Extreme,Stabilizer installation,Lucknow,Face care,169.92"
"Extreme,Bulb Holder Installation,Delhi,Water Purifier Repair,389.56"
"Extreme,Drainage pipe blockage removal,Dehradun,Pest control,310.2"
"Fine,Switchboard installation,Delhi,Electrician,223.57"
"Extreme,Balcony drain blockage removal,Ahemdabad,Chimney Repair,171.63"
"Fine,Material Procurement Charges,Noida,Bathroom cleaning,255.81"
"Extreme,Decorative Lights Uninstallation (per 5m),Haridwar,Laptop Repair,202.16"
"Fine,TV installation (up to 48 inches),Noida,Face care,412.42"
"Fine,Triple Pole MCB Installation,Dehradun,Washing Machine Repair,55.23"
"Fine,Switch Membrane / Key Pad Repair,Dehradun,Chimney Repair,481.22"
"Fine,Bulb Holder Installation,Jaipur,Hair colour,203.11"
"Fine,TV installation (above 48 inches),Ahemdabad,Home painting,324.42"
"Extreme,Switch Membrane / Key Pad Repair,Haridwar,Shave/beard grooming,284.69"
"Extreme,Decorative Lights Installation (per 5m),Dehradun,Chimney Repair,236.36"
"Fine,Wash Basin Leakage Repair,Lucknow,Full home cleaning,305.92"
"Fine,Decorative Lights Installation (per 15m),Jaipur,Men/kids haircut,370.06"
"Fine,Fan repair,Rishikesh,Water Purifier Repair,211.29"
"Fine,Tubelight Installation/Repair,Lucknow,AC Repair Service,349.59"
"Fine,Geyser Installation,Noida,Men/kids haircut,232.16"
"Extreme,Fan uninstallation,Lucknow,Massage,370.63"
"Extreme,Single battery inverter installation,Dehradun,Massage,435.01"
"Fine,Tap repair,Noida,Refrigerator Repair,190.66"
"Fine,Door bell installation,Haridwar,Massage,220.22"
"Fine,Lantern Installation,Haridwar,Electrician,447.04"
"Fine,Bulb Holder Installation,Haridwar,Washing Machine Repair,277.6"
"Extreme,TV uninstallation,Jaipur,Home painting,133.37"
"Fine,Shower installation (ceiling mounted),Rishikesh,Kitchen cleaning,411.44"
"Fine,Cavity sensor,Haridwar,Men/kids haircut,374.72"
"Fine,Shower installation (wall mounted/ hand-held),Noida,Electrician,152.81"
"Fine,3 Phase changeover switch installation,Rishikesh,Electrician,88.26"
"Extreme,Lantern Installation,Jaipur,AC Repair Service,110.63"
"Extreme,Switch Membrane / Key Pad Repair,Delhi,Massage,57.12"
"Fine,Tap repair,Delhi,Electrician,258.24"
"Extreme,Fan replacement,Noida,Face care,436.03"
"Fine,Double battery inverter installation,Jaipur,Washing Machine Repair,355.5"
"Fine,Decorative Lights Installation (per 5m),Dehradun,Refrigerator Repair,132.85"
"Extreme,Waste pipe leakage,Jaipur,Shave/beard grooming,123.37"
"Fine,Four Pole MCB Installation,Rishikesh,Massage,319.43"
"Fine,Mini home theater installation,Rishikesh,Massage,473.05"
"Extreme,Four Pole MCB Installation,Rishikesh,Chimney Repair,313.41"
"Extreme,Wash basin blockage removal,Noida,Full home cleaning,242.9"
"Fine,Switch Membrane / Key Pad Repair,Jaipur,Laptop Repair,410.13"
"Fine,Tap installation,Noida,Pest control,452.37"
"Extreme,MCB fuse replacement,Noida,Bathroom cleaning,406.4"
"Fine,Bulb Holder Installation,Delhi,Microwave Repair,495.95"
"Fine,Tap installation,Rishikesh,Shave/beard grooming,378.28"
"Fine,Minor fittings installation,Rishikesh,Chimney Repair,306.16"
"Extreme,New wiring without casing (per 5m),Ahemdabad,Massage,444.37"
"Extreme,Decorative Lights Installation (per 10m),Delhi,Refrigerator Repair,370.7"
"Fine,Decorative Lights Installation (per 15m),Dehradun,Massage,486.97"
"Fine,Wash Basin Leakage Repair,Jaipur,Home painting,86.46"
"Extreme,Mini home theater installation,Rishikesh,AC Repair Service,56.46"
"Extreme,Chandelier installation (more than 6 bulbs),Lucknow,Face care,306.66"
"Fine,Decorative Lights Installation (per 10m),Dehradun,Carpenter,444.66"
"Extreme,Drainage pipe blockage removal,Delhi,Microwave Repair,304.23"
"Extreme,Bulb Holder Installation,Haridwar,Plumber,89.22"
"Extreme,Stabilizer installation,Lucknow,Electrician,117.07"
"Extreme,Double battery inverter installation,Rishikesh,AC Repair Service,330.02"
"Extreme,Inverter servicing,Jaipur,Massage,81.06"
"Fine,Double Pole MCB Installation,Haridwar,Electrician,381.07"
"Extreme,3 Phase Changeover Switch Installation,Rishikesh,Bathroom cleaning,101.64"
"Fine,New internal wiring (per 5m),Ahemdabad,Face care,373.66"
"Fine,Hot & cold water mixer repair,Noida,Electrician,303.53"
"Extreme,AC switchbox installation,Dehradun,AC Repair Service,207.16"
"Fine,Triple Pole MCB Installation,Delhi,Chimney Repair,354.13"
"Extreme,Inverter servicing,Noida,Home painting,407.78"
"Extreme,Bulb holder installation,Jaipur,Carpenter,496.34"
"Extreme,Material Procurement Charges,Rishikesh,Men/kids haircut,148.27"
"Extreme,Lights Uninstallation (per 20 m),Haridwar,Massage,301.47"
"Extreme,Chandelier installation (more than 6 bulbs),Ahemdabad,Bathroom cleaning,359.09"
"Fine,Inverter PCB Card Replacement,Jaipur,Laptop Repair,236.67"
"Fine,Cavity sensor,Ahemdabad,Pest control,247.37"
"Fine,Inverter PCB Card Replacement,Ahemdabad,Chimney Repair,231.47"
"Fine,Thermal Cut Off (TCO),Rishikesh,Full home cleaning,418.54"
"Extreme,TV installation (above 48 inches),Dehradun,Chimney Repair,234.52"
"Fine,Shower installation (ceiling mounted),Ahemdabad,Kitchen cleaning,392.31"
"Fine,Inverter PCB Card Replacement,Jaipur,Face care,154.56"
"Fine,Thermal Cut Off (TCO),Lucknow,Plumber,163.85"
"Fine,Lantern Installation,Rishikesh,Carpenter,269.9"
"Extreme,Geyser Installation,Noida,Men/kids haircut,450.39"
"Extreme,Drainage pipe blockage removal,Rishikesh,Microwave Repair,473.78"
"Extreme,TV uninstallation,Delhi,Refrigerator Repair,212.35"
"Extreme,Tap installation,Delhi,Water Purifier Repair,135.24"
"Extreme,MCB fuse replacement,Ahemdabad,Massage,176.26"
"Extreme,Chandelier installation (more than 6 bulbs),Delhi,Hair colour,213.59"
"Extreme,Door bell replacement,Dehradun,Hair colour,436.61"
"Fine,PCB Repair,Haridwar,Water Purifier Repair,308.13"
"Fine,Minor fittings installation,Noida,Bathroom cleaning,121.44"
"Extreme,Double Pole MCB Installation,Haridwar,Water Purifier Repair,171.05"
"Extreme,Balcony drain blockage removal,Lucknow,Bathroom cleaning,364.82"
"Fine,Geyser Installation,Rishikesh,Microwave Repair,190.61"
"Fine,Cavity sensor,Delhi,Water Purifier Repair,154.67"
"Extreme,Inverter PCB Card Replacement,Lucknow,Refrigerator Repair,284.96"
"Fine,Waste pipe leakage,Rishikesh,Electrician,78.31"
"Extreme,Balcony drain blockage removal,Rishikesh,Home painting,459.14"
"Fine,3 Phase Changeover Switch Installation,Dehradun,Washing Machine Repair,79.26"
"Extreme,Ceiling fan regulator replacement,Ahemdabad,Chimney Repair,431.33"
"Extreme,Minor fittings installation,Lucknow,Massage,339.92"
"Fine,Timer,Jaipur,Carpenter,164.71"
"Extreme,MCB fuse replacement,Ahemdabad,Carpenter,399.43"
"Extreme,Fuse 5 / 15 Amp,Haridwar,Men/kids haircut,328.79"
"Fine,Bulb,Rishikesh,Plumber,353.12"
"Fine,Bulb,Delhi,Chimney Repair,299.15"
"Fine,Decorative light & bed lamp installation,Haridwar,Chimney Repair,201.34"
"Extreme,Fuse 5 / 15 Amp,Lucknow,AC Repair Service,133.54"
"Extreme,Fan repair,Jaipur,Carpenter,344.53"
"Fine,Hot & cold water mixer repair,Rishikesh,Pest control,135.7"
"Fine,Decorative Lights Uninstallation (per 5m),Delhi,Refrigerator Repair,128.9"
"Extreme,Fan repair,Rishikesh,Laptop Repair,73.73"
"Fine,Tap replacement,Delhi,Bathroom cleaning,188.84"
"Fine,Stabilizer installation,Haridwar,Pest control,133.66"
"Fine,Sub meter installation,Noida,Home painting,260.71"
"Fine,Fan repair,Ahemdabad,Microwave Repair,211.33"
"Fine,Fan Coil Repair,Haridwar,Kitchen cleaning,378.05"
"Fine,Door bell replacement,Delhi,Laptop Repair,411.05"
"Fine,Tap repair,Lucknow,Carpenter,176.32"
"Fine,Decorative light & bed lamp installation,Noida,Home painting,337.42"
"Fine,TV installation (above 48 inches),Jaipur,Full home cleaning,494.63"
"Fine,Drainage pipe blockage removal,Noida,Home painting,129.01"
"Fine,Bulbs installation (upto 5 bulbs),Haridwar,Bathroom cleaning,162.73"
"Extreme,Mini home theater installation,Jaipur,Chimney Repair,192.12"
"Fine,Minor fittings installation,Noida,Microwave Repair,211.73"
"Fine,Door bell replacement,Rishikesh,Carpenter,445.43"
"Extreme,Hot & cold water mixer repair,Haridwar,Bathroom cleaning,215.85"
"Fine,Hot & cold water mixer installation,Delhi,Hair colour,269.22"
"Fine,Inverter fuse replacement,Lucknow,Shave/beard grooming,184.21"
"Extreme,Replace CFL to LED,Noida,Full home cleaning,415.66"
"Extreme,Double battery inverter installation,Noida,Men/kids haircut,308.15"
"Extreme,Bulb Holder Installation,Jaipur,Microwave Repair,155.2"
"Extreme,Room heater repair,Ahemdabad,Refrigerator Repair,318.99"
"Fine,Double battery inverter installation,Dehradun,Washing Machine Repair,174.16"
"Extreme,Door bell replacement,Jaipur,Refrigerator Repair,431.27"
"Fine,Replace CFL to LED,Lucknow,Massage,475.21"
"Extreme,3 Phase changeover switch installation,Ahemdabad,Chimney Repair,240.38"
"Extreme,Inverter PCB Card Replacement,Ahemdabad,Shave/beard grooming,52.98"
"Fine,New wiring with casing (per 5m),Delhi,Pest control,128.74"
"Extreme,Inverter servicing,Delhi,Men/kids haircut,116.99"
"Extreme,Thermal Cut Off (TCO),Lucknow,Shave/beard grooming,297.3"
"Fine,Fan uninstallation,Lucknow,Water Purifier Repair,448.81"
"Fine,TV installation (above 48 inches),Jaipur,Full home cleaning,135.31"
"Fine,Shower installation (ceiling mounted),Haridwar,Refrigerator Repair,126.22"
"Fine,Fan uninstallation,Lucknow,Shave/beard grooming,278"
"Extreme,Balcony drain blockage removal,Haridwar,Plumber,74.6"
"Fine,Thermal Cut Off (TCO),Delhi,Plumber,479.48"
"Extreme,Shower installation (wall mounted/ hand-held),Rishikesh,Shave/beard grooming,83.79"
"Extreme,TV installation (up to 48 inches),Dehradun,Massage,398.29"
"Fine,Timer,Haridwar,Carpenter,61.35"
"Fine,Decorative light & bed lamp installation,Dehradun,Shave/beard grooming,396.25"
"Fine,New internal wiring (per 5m),Rishikesh,Face care,344.21"
"Fine,Decorative Lights Uninstallation (per 5m),Haridwar,Microwave Repair,404.29"
"Extreme,Tap repair,Delhi,Carpenter,379.79"
"Fine,MCB fuse replacement,Rishikesh,Water Purifier Repair,499.21"
"Fine,Hot & cold water mixer installation,Noida,AC Repair Service,346.18"
"Fine,Shower installation (wall mounted/ hand-held),Haridwar,Home painting,323.68"
"Fine,Four Pole MCB Installation,Ahemdabad,Home painting,122.01"
"Fine,Door bell replacement,Delhi,Shave/beard grooming,350.03"
"Fine,Bulb holder installation,Dehradun,Chimney Repair,362.07"
"Fine,Tap installation,Delhi,Laptop Repair,197.21"
"Extreme,Single pole MCB installation,Ahemdabad,Shave/beard grooming,120.64"
"Extreme,Chandelier installation (upto 6 bulbs),Haridwar,Face care,196.78"
"Fine,New internal wiring (per 5m),Haridwar,AC Repair Service,358.95"
"Fine,Fan Coil Repair,Dehradun,Face care,66.5"
"Extreme,Decorative ceiling fan installation,Dehradun,Bathroom cleaning,374.16"
"Fine,TV installation (up to 48 inches),Lucknow,Shave/beard grooming,247.45"
"Extreme,Switch Membrane / Key Pad Repair,Dehradun,Laptop Repair,454.28"
"Fine,Chandelier installation (more than 6 bulbs),Noida,Carpenter,153.93"
"Fine,MCB fuse replacement,Ahemdabad,Face care,142.41"
"Extreme,Chandelier installation (upto 6 bulbs),Delhi,Massage,211.05"
"Extreme,Hot & cold water mixer installation,Noida,Pest control,109.33"
"Fine,Single battery inverter installation,Delhi,Face care,131.03"
"Extreme,Fan uninstallation,Noida,Bathroom cleaning,112.06"
"Fine,Minor fittings installation,Lucknow,Kitchen cleaning,228.18"
"Extreme,Decorative Lights Uninstallation (per 5m),Noida,Kitchen cleaning,259.01"
"Extreme,Four Pole MCB Installation,Jaipur,Refrigerator Repair,338.2"
"Fine,Drainage pipe blockage removal,Ahemdabad,Pest control,101.05"
"Extreme,Shower installation (wall mounted/ hand-held),Ahemdabad,Microwave Repair,103.36"
"Fine,Balcony drain blockage removal,Lucknow,AC Repair Service,159.24"
"Extreme,Triple Pole MCB Installation,Haridwar,Pest control,188.77"
"Extreme,Waste pipe leakage,Haridwar,Laptop Repair,62.12"
"Extreme,Fan repair,Delhi,Chimney Repair,162.28"
"Extreme,Hot & cold water mixer installation,Dehradun,Water Purifier Repair,423.25"
"Extreme,Lantern Installation,Haridwar,Shave/beard grooming,475.37"
"Fine,Thermal Cut Off (TCO),Jaipur,Microwave Repair,226.4"
"Extreme,Fan repair,Lucknow,AC Repair Service,93.31"
"Fine,Inverter fuse replacement,Ahemdabad,Refrigerator Repair,344.11"
"Extreme,New internal wiring (per 5m),Lucknow,Face care,421.15"
"Extreme,Double battery inverter installation,Haridwar,Laptop Repair,338.98"
"Fine,Decorative ceiling fan installation,Dehradun,Laptop Repair,163.31"
"Extreme,Inverter servicing,Lucknow,Chimney Repair,137.51"
"Extreme,Double battery inverter installation,Haridwar,Electrician,440.78"
"Extreme,Ceiling Fan Installation,Delhi,Chimney Repair,227.94"
"Fine,Triple Pole MCB Installation,Lucknow,Massage,98.92"
"Extreme,TV installation (up to 48 inches),Jaipur,Water Purifier Repair,370.28"
"Extreme,Inverter fuse replacement,Noida,Home painting,353.02"
"Fine,Wash basin blockage removal,Haridwar,Massage,236.39"
"Extreme,Ceiling fan regulator replacement,Jaipur,Laptop Repair,134.98"
"Extreme,Stabilizer installation,Lucknow,Carpenter,268.33"
"Fine,Minor fittings installation,Ahemdabad,Electrician,54.65"
"Fine,Replace CFL to LED,Lucknow,Pest control,221.64"
"Extreme,Decorative light & bed lamp installation,Noida,Chimney Repair,304.73"
"Fine,Inverter fuse replacement,Ahemdabad,Pest control,181.57"
"Fine,Switch/socket replacement,Noida,Men/kids haircut,354.04"
"Fine,Inverter PCB Card Replacement,Lucknow,Washing Machine Repair,351.5"
"Fine,Fan repair,Ahemdabad,Electrician,237.5"
"Fine,Decorative Lights Installation (per 15m),Dehradun,Water Purifier Repair,193.92"
"Fine,Bulb,Delhi,Plumber,180.85"
"Fine,Shower installation (wall mounted/ hand-held),Lucknow,Bathroom cleaning,158.26"
"Fine,3 Phase changeover switch installation,Delhi,Microwave Repair,450.76"
"Extreme,Decorative light & bed lamp installation,Lucknow,Laptop Repair,69.3"
"Fine,Wash basin blockage removal,Jaipur,Microwave Repair,382.22"
"Extreme,Fuse 5 / 15 Amp,Dehradun,Full home cleaning,52.87"
"Fine,TV installation (above 48 inches),Jaipur,Hair colour,232.12"
"Extreme,Double battery inverter installation,Rishikesh,Water Purifier Repair,117.27"
"Extreme,Fan repair,Rishikesh,Plumber,387.51"
"Extreme,Replace CFL to LED,Ahemdabad,Home painting,71.31"
"Fine,Triple Pole MCB Installation,Lucknow,Men/kids haircut,110.55"
"Extreme,Fan repair,Rishikesh,Chimney Repair,377.15"
"Fine,Thermal Cut Off (TCO),Dehradun,Plumber,235.6"
