Weather,City,Subservice,Service,Price
Extreme,Haridwar,Tap installation,Carpenter,221.88
Fine,Ahemdabad,Chandelier installation (more than 6 bulbs),Men/kids haircut,469.42
Extreme,Jaipur,Waste pipe leakage,Microwave Repair,393.22
Fine,Haridwar,Switch Membrane / Key Pad Repair,Face care,286.67
Fine,Jaipur,Single pole MCB installation,Refrigerator Repair,403.91
Extreme,Jaipur,Decorative ceiling fan installation,Chimney Repair,445.32
Fine,Ahemdabad,New wiring without casing (per 5m),Shave/beard grooming,290.16
Extreme,Haridwar,Sub meter installation,Bathroom cleaning,467.08
Extreme,Noida,Waste pipe leakage,Carpenter,458.0
Extreme,Lucknow,Switchboard installation,Home painting,325.14
Fine,Delhi,Switchboard installation,Men/kids haircut,249.72
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,377.2
Extreme,Noida,Tap installation,Carpenter,165.82
Extreme,Noida,New internal wiring (per 5m),Home painting,448.4
Extreme,Ahemdabad,Decorative Lights Installation (per 15m),Laptop Repair,246.35
Fine,Haridwar,Double battery inverter installation,Face care,285.58
Extreme,Noida,Chandelier installation (more than 6 bulbs),Massage,310.17
Extreme,Dehradun,Ceiling fan regulator replacement,Home painting,409.53
Extreme,Haridwar,Decorative Lights Installation (per 10m),Plumber,381.31
Fine,Lucknow,Bulb Holder Installation,Microwave Repair,235.32
Fine,Haridwar,Switch Membrane / Key Pad Repair,Chimney Repair,311.17
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,133.18
Fine,Dehradun,Cavity sensor,Chimney Repair,122.64
Fine,Haridwar,Fan repair,Bathroom cleaning,287.64
Extreme,Rishikesh,Inverter PCB Card Replacement,Massage,466.5
Fine,Dehradun,Inverter PCB Card Replacement,Washing Machine Repair,466.21
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Water Purifier Repair,332.1
Extreme,Jaipur,Decorative Lights Installation (per 10m),AC Repair Service,359.88
Extreme,Lucknow,Thermal Cut Off (TCO),Carpenter,161.13
Fine,Lucknow,Drainage pipe blockage removal,Face care,385.88
Fine,Rishikesh,Switchboard installation,Hair colour,459.48
Fine,Dehradun,Bulb,Men/kids haircut,80.49
Extreme,Noida,Ceiling fan regulator replacement,Pest control,150.53
Fine,Rishikesh,Inverter fuse replacement,Shave/beard grooming,475.63
Extreme,Noida,Chandelier installation (upto 6 bulbs),Face care,461.5
Fine,Jaipur,Bulbs installation (upto 5 bulbs),Carpenter,464.97
Extreme,Ahemdabad,Bulbs installation (upto 5 bulbs),Laptop Repair,426.71
Fine,Jaipur,New wiring without casing (per 5m),Full home cleaning,422.62
Extreme,Noida,Switchboard installation,Refrigerator Repair,475.83
Extreme,Haridwar,Decorative Lights Installation (per 10m),Chimney Repair,95.07
Fine,Lucknow,New internal wiring (per 5m),AC Repair Service,188.14
Fine,Ahemdabad,Wash basin blockage removal,Laptop Repair,369.62
Fine,Lucknow,Wash basin blockage removal,Face care,399.05
Fine,Noida,Switchboard repair,Plumber,86.36
Fine,Noida,Door bell installation,Pest control,392.84
Fine,Jaipur,Triple Pole MCB Installation,Face care,94.54
Extreme,Delhi,Decorative light & bed lamp installation,Men/kids haircut,487.94
Fine,Haridwar,Decorative Lights Uninstallation (per 5m),Washing Machine Repair,420.89
Extreme,Noida,Decorative ceiling fan installation,Carpenter,458.48
Fine,Noida,Single battery inverter installation,Washing Machine Repair,197.71
Extreme,Haridwar,Single pole MCB installation,Water Purifier Repair,418.41
Fine,Haridwar,Waste pipe leakage,Chimney Repair,375.91
Fine,Rishikesh,Minor fittings installation,Full home cleaning,253.14
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Shave/beard grooming,394.82
Fine,Jaipur,Inverter fuse replacement,Full home cleaning,237.26
Fine,Noida,Decorative Lights Installation (per 15m),Full home cleaning,239.02
Fine,Noida,Wash basin blockage removal,Chimney Repair,299.38
Fine,Noida,Double battery inverter installation,Carpenter,477.4
Fine,Haridwar,Timer,Carpenter,325.43
Fine,Rishikesh,Triple Pole MCB Installation,Home painting,471.12
Extreme,Noida,Chandelier installation (more than 6 bulbs),Men/kids haircut,415.62
Fine,Rishikesh,Switch/socket replacement,Washing Machine Repair,464.94
Fine,Noida,Switchboard installation,Face care,472.88
Extreme,Rishikesh,Single battery inverter installation,Men/kids haircut,449.44
Extreme,Noida,Lights Uninstallation (per 20 m),Hair colour,249.42
Fine,Rishikesh,Shower installation (ceiling mounted),Pest control,143.58
Fine,Noida,Wash basin blockage removal,AC Repair Service,261.83
Extreme,Rishikesh,Inverter fuse replacement,Carpenter,207.9
Extreme,Rishikesh,Inverter servicing,Chimney Repair,449.79
Extreme,Ahemdabad,Switch Membrane / Key Pad Repair,Carpenter,464.97
Fine,Rishikesh,Tap replacement,Carpenter,255.44
Extreme,Ahemdabad,Single battery inverter installation,Carpenter,457.13
Fine,Ahemdabad,Waste pipe leakage,Face care,353.97
Fine,Rishikesh,TV installation (up to 48 inches),Chimney Repair,488.64
Extreme,Noida,Chandelier installation (more than 6 bulbs),Massage,147.68
Fine,Haridwar,Geyser Uninstallation,Full home cleaning,461.66
Fine,Ahemdabad,Cavity sensor,Carpenter,206.46
Extreme,Dehradun,Chandelier installation (more than 6 bulbs),Microwave Repair,451.24
Fine,Rishikesh,Chandelier installation (more than 6 bulbs),Full home cleaning,460.5
Extreme,Noida,Chandelier installation (upto 6 bulbs),Water Purifier Repair,422.52
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Laptop Repair,123.38
Extreme,Lucknow,Wash basin blockage removal,Microwave Repair,205.44
Extreme,Delhi,Switch/socket replacement,Home painting,498.46
Extreme,Jaipur,Hot & cold water mixer installation,Washing Machine Repair,477.12
Extreme,Noida,Wash basin blockage removal,Full home cleaning,447.04
Extreme,Ahemdabad,Switchboard installation,Home painting,469.39
Fine,Dehradun,Bulb,Face care,480.85
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Chimney Repair,452.07
Extreme,Noida,Decorative light & bed lamp installation,Carpenter,351.16
Fine,Dehradun,Decorative Lights Uninstallation (per 5m),Face care,454.01
Fine,Jaipur,Geyser Installation,Carpenter,467.7
Fine,Delhi,Wash basin blockage removal,Full home cleaning,385.94
Fine,Haridwar,Room heater repair,Face care,400.15
Extreme,Delhi,Replace CFL to LED,Pest control,278.04
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Laptop Repair,338.51
Extreme,Jaipur,New wiring without casing (per 5m),Kitchen cleaning,91.38
Extreme,Dehradun,Bulb holder installation,Home painting,382.1
Extreme,Noida,New wiring without casing (per 5m),Washing Machine Repair,348.51
Extreme,Noida,Fuse 5 / 15 Amp,Laptop Repair,268.01
Fine,Haridwar,Fan replacement,Chimney Repair,225.59
Fine,Delhi,Tap installation,Chimney Repair,231.18
Fine,Lucknow,Tubelight Installation/Repair,Face care,433.81
Fine,Haridwar,Single pole MCB installation,Chimney Repair,279.5
Extreme,Noida,TV installation (above 48 inches),Carpenter,430.53
Fine,Haridwar,Tap repair,Refrigerator Repair,487.52
Fine,Noida,AC switchbox installation,Carpenter,210.34
Extreme,Rishikesh,Switchboard repair,Full home cleaning,460.21
Extreme,Haridwar,Inverter PCB Card Replacement,Microwave Repair,465.27
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Carpenter,486.19
Extreme,Ahemdabad,Timer,Carpenter,378.99
Extreme,Lucknow,Ceiling fan regulator replacement,Electrician,454.48
Extreme,Rishikesh,Bulbs installation (upto 5 bulbs),Men/kids haircut,484.53
Extreme,Noida,Shower installation (wall mounted/ hand-held),Electrician,66.85
Fine,Haridwar,Double Pole MCB Installation,Chimney Repair,385.12
Fine,Dehradun,Single battery inverter installation,Full home cleaning,265.91
Extreme,Noida,Sub meter installation,Carpenter,89.83
Fine,Lucknow,Single pole MCB installation,Men/kids haircut,281.87
Extreme,Noida,Chandelier installation (upto 6 bulbs),Carpenter,166.11
Fine,Ahemdabad,New internal wiring (per 5m),Plumber,406.89
Fine,Ahemdabad,Switch Membrane / Key Pad Repair,Men/kids haircut,463.04
Extreme,Rishikesh,Inverter servicing,Laptop Repair,78.52
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Carpenter,389.41
Fine,Jaipur,Bulb Holder Installation,Bathroom cleaning,426.71
Extreme,Haridwar,Hot & cold water mixer repair,Full home cleaning,434.04
Fine,Dehradun,Door bell installation,Home painting,225.19
Fine,Lucknow,Single pole MCB installation,Hair colour,284.78
Extreme,Lucknow,TV uninstallation,Face care,478.53
Fine,Dehradun,Inverter servicing,Home painting,374.35
Fine,Haridwar,Shower installation (wall mounted/ hand-held),Massage,399.55
Fine,Lucknow,Drainage pipe blockage removal,Men/kids haircut,381.68
Extreme,Haridwar,Hot & cold water mixer repair,Face care,443.81
Fine,Lucknow,PCB Repair,Refrigerator Repair,171.64
Fine,Noida,Double battery inverter installation,Washing Machine Repair,394.47
Fine,Dehradun,3 Phase changeover switch installation,Massage,390.34
Fine,Lucknow,Lantern Installation,AC Repair Service,382.36
Fine,Haridwar,Hot & cold water mixer installation,Face care,459.23
Fine,Lucknow,Four Pole MCB Installation,Laptop Repair,493.21
Fine,Delhi,Single battery inverter installation,Hair colour,310.66
Fine,Noida,3 Phase changeover switch installation,Chimney Repair,222.29
Extreme,Noida,Decorative ceiling fan installation,AC Repair Service,249.84
Fine,Ahemdabad,Tap replacement,Hair colour,250.81
Extreme,Lucknow,Fan repair,Men/kids haircut,354.39
Fine,Rishikesh,Sub meter installation,Water Purifier Repair,349.91
Extreme,Delhi,Decorative ceiling fan installation,Face care,345.69
Extreme,Noida,Double Pole MCB Installation,Microwave Repair,412.22
Fine,Rishikesh,Replace CFL to LED,Home painting,157.76
Fine,Dehradun,Chandelier installation (upto 6 bulbs),Massage,257.11
Extreme,Noida,Tap installation,Laptop Repair,324.22
Extreme,Noida,Fan repair,Shave/beard grooming,238.36
Fine,Haridwar,Hot & cold water mixer installation,Carpenter,243.64
Extreme,Lucknow,Thermal Cut Off (TCO),Full home cleaning,387.78
Extreme,Dehradun,Switchboard installation,Carpenter,254.44
Fine,Lucknow,TV installation (up to 48 inches),Plumber,347.08
Extreme,Noida,Decorative Lights Installation (per 15m),Men/kids haircut,177.49
Fine,Lucknow,Drainage pipe blockage removal,Massage,115.66
Extreme,Rishikesh,Room heater repair,Face care,154.06
Fine,Rishikesh,Thermal Cut Off (TCO),Carpenter,477.01
Extreme,Haridwar,Tap replacement,Refrigerator Repair,465.31
Fine,Noida,Geyser Installation,Carpenter,409.77
Fine,Dehradun,Chandelier installation (upto 6 bulbs),Men/kids haircut,83.26
Extreme,Noida,Decorative ceiling fan installation,Electrician,177.39
Fine,Lucknow,New wiring with casing (per 5m),Men/kids haircut,191.33
Extreme,Haridwar,Inverter PCB Card Replacement,Full home cleaning,272.67
Fine,Ahemdabad,Fan repair,Face care,221.22
Fine,Dehradun,Double battery inverter installation,Washing Machine Repair,320.61
Extreme,Rishikesh,Minor fittings installation,Carpenter,445.6
Extreme,Dehradun,Double battery inverter installation,Men/kids haircut,234.96
Fine,Dehradun,PCB Repair,Refrigerator Repair,400.3
Fine,Haridwar,Hot & cold water mixer repair,Refrigerator Repair,84.85
Extreme,Haridwar,Single battery inverter installation,Men/kids haircut,417.52
Extreme,Dehradun,Tubelight Installation/Repair,Carpenter,364.76
Extreme,Ahemdabad,Hot & cold water mixer repair,Carpenter,237.59
Fine,Noida,Single battery inverter installation,Washing Machine Repair,273.78
Extreme,Noida,Minor fittings installation,Kitchen cleaning,354.08
Fine,Noida,Decorative Lights Installation (per 5m),Washing Machine Repair,421.3
Fine,Jaipur,Single pole MCB installation,Microwave Repair,396.76
Fine,Haridwar,Wash basin installation,Laptop Repair,233.91
Fine,Noida,Door bell replacement,Laptop Repair,250.79
Fine,Ahemdabad,New wiring without casing (per 5m),Home painting,471.1
Fine,Lucknow,Minor fittings installation,Men/kids haircut,326.61
Extreme,Rishikesh,Waste pipe leakage,Chimney Repair,141.68
Extreme,Haridwar,MCB fuse replacement,Carpenter,491.77
Fine,Noida,Ceiling Fan Installation,Washing Machine Repair,466.95
Extreme,Noida,Material Procurement Charges,Chimney Repair,375.86
Extreme,Dehradun,MCB fuse replacement,Washing Machine Repair,464.19
Fine,Jaipur,Door bell installation,Home painting,100.41
Extreme,Jaipur,Mini home theater installation,Carpenter,484.07
Extreme,Noida,Inverter fuse replacement,Massage,409.31
Fine,Delhi,Thermal Cut Off (TCO),Chimney Repair,462.37
Extreme,Lucknow,Decorative Lights Installation (per 5m),Refrigerator Repair,462.73
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Men/kids haircut,474.38
Fine,Dehradun,Tubelight Installation/Repair,Chimney Repair,279.25
Fine,Noida,Switch/socket replacement,Plumber,420.22
Fine,Dehradun,Hot & cold water mixer repair,Face care,471.78
Fine,Rishikesh,Lights Uninstallation (per 20 m),Plumber,358.39
Extreme,Noida,AC switchbox installation,Carpenter,418.46
Extreme,Noida,Geyser Uninstallation,Carpenter,391.99
Fine,Jaipur,Switch Membrane / Key Pad Repair,Face care,306.7
Extreme,Lucknow,Bulb,Electrician,472.18
Fine,Haridwar,PCB Repair,Washing Machine Repair,101.15
Extreme,Haridwar,Waste pipe leakage,Chimney Repair,99.42
Extreme,Noida,Bulb Holder Installation,Chimney Repair,372.64
Fine,Dehradun,Double battery inverter installation,Face care,307.83
Extreme,Noida,New wiring without casing (per 5m),Face care,404.28
Fine,Rishikesh,Switch/socket replacement,Electrician,94.86
Fine,Rishikesh,Fan repair,Electrician,218.51
Fine,Noida,Wash basin blockage removal,Men/kids haircut,472.27
Fine,Lucknow,Inverter PCB Card Replacement,Chimney Repair,306.75
Fine,Rishikesh,Fan Coil Repair,Water Purifier Repair,201.69
Fine,Rishikesh,TV installation (up to 48 inches),Carpenter,456.92
Fine,Noida,Fan uninstallation,Carpenter,457.91
Extreme,Noida,Sub meter installation,Carpenter,485.16
Fine,Noida,New internal wiring (per 5m),Kitchen cleaning,249.64
Fine,Rishikesh,Sub meter installation,Home painting,345.75
Fine,Ahemdabad,Wash basin blockage removal,Pest control,460.42
Fine,Haridwar,TV installation (above 48 inches),Washing Machine Repair,499.92
Fine,Delhi,Single pole MCB installation,Electrician,182.48
Fine,Noida,Shower installation (ceiling mounted),Home painting,463.68
Extreme,Haridwar,Waste pipe leakage,Pest control,497.52
Fine,Dehradun,Switchboard installation,Face care,74.43
Extreme,Dehradun,Hot & cold water mixer installation,Carpenter,307.8
Extreme,Lucknow,Wash Basin Leakage Repair,Men/kids haircut,108.12
Extreme,Dehradun,Ceiling fan regulator replacement,AC Repair Service,462.68
Fine,Haridwar,PCB Repair,Laptop Repair,421.56
Extreme,Ahemdabad,Tap installation,Face care,463.16
Fine,Noida,Fan Coil Repair,Washing Machine Repair,394.03
Fine,Rishikesh,Decorative ceiling fan installation,Chimney Repair,447.32
Fine,Delhi,Bulb holder installation,Plumber,398.53
Extreme,Noida,TV installation (above 48 inches),Pest control,414.12
Extreme,Haridwar,Hot & cold water mixer repair,Washing Machine Repair,458.1
Fine,Haridwar,Geyser Uninstallation,Hair colour,459.85
Fine,Ahemdabad,Wash basin blockage removal,Carpenter,242.34
Fine,Ahemdabad,Hot & cold water mixer repair,Face care,401.36
Fine,Lucknow,New internal wiring (per 5m),Chimney Repair,371.29
Extreme,Ahemdabad,Fuse 5 / 15 Amp,Laptop Repair,468.72
Extreme,Noida,Door bell installation,AC Repair Service,122.32
Extreme,Delhi,Geyser Uninstallation,Home painting,361.62
Extreme,Dehradun,New wiring without casing (per 5m),Carpenter,240.72
Fine,Ahemdabad,Room heater repair,Laptop Repair,142.79
Extreme,Haridwar,Geyser Uninstallation,Carpenter,480.46
Fine,Haridwar,Bulb holder installation,Washing Machine Repair,83.44
Fine,Jaipur,New wiring without casing (per 5m),Full home cleaning,240.42
Fine,Ahemdabad,Bulb Holder Installation,Men/kids haircut,410.0
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Washing Machine Repair,224.92
Fine,Delhi,Decorative Lights Installation (per 15m),Washing Machine Repair,387.49
Fine,Jaipur,MCB fuse replacement,Carpenter,332.45
Fine,Haridwar,Material Procurement Charges,Face care,443.47
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Electrician,432.02
Fine,Noida,Wash basin blockage removal,Plumber,177.73
Fine,Jaipur,Inverter PCB Card Replacement,Laptop Repair,478.59
Fine,Delhi,Hot & cold water mixer installation,Washing Machine Repair,278.37
Fine,Haridwar,Inverter PCB Card Replacement,Face care,392.23
Fine,Delhi,TV uninstallation,Washing Machine Repair,451.26
Fine,Dehradun,3 Phase changeover switch installation,Refrigerator Repair,410.47
Fine,Ahemdabad,Four Pole MCB Installation,Massage,462.13
Fine,Delhi,Triple Pole MCB Installation,Home painting,388.51
Fine,Dehradun,AC switchbox installation,Bathroom cleaning,345.91
Fine,Dehradun,Door bell replacement,Chimney Repair,455.81
Fine,Haridwar,Wash Basin Leakage Repair,Home painting,143.81
Extreme,Jaipur,New internal wiring (per 5m),Kitchen cleaning,204.85
Fine,Rishikesh,New internal wiring (per 5m),Carpenter,443.28
Fine,Lucknow,Four Pole MCB Installation,Kitchen cleaning,399.7
Fine,Lucknow,Replace CFL to LED,Electrician,110.73
Fine,Lucknow,Lights Uninstallation (per 20 m),Home painting,100.59
Fine,Delhi,Fan uninstallation,Men/kids haircut,199.0
Fine,Dehradun,AC switchbox installation,Men/kids haircut,92.36
Extreme,Rishikesh,Waste pipe leakage,Chimney Repair,458.58
Extreme,Rishikesh,Shower installation (ceiling mounted),Chimney Repair,459.1
Fine,Delhi,Single pole MCB installation,Washing Machine Repair,294.59
Extreme,Noida,Inverter fuse replacement,Water Purifier Repair,420.44
Fine,Haridwar,Fan Coil Repair,Massage,168.83
Fine,Rishikesh,Minor fittings installation,Chimney Repair,453.06
Extreme,Haridwar,New wiring without casing (per 5m),Electrician,152.37
Fine,Rishikesh,AC switchbox installation,Electrician,360.44
Fine,Ahemdabad,3 Phase changeover switch installation,AC Repair Service,461.76
Fine,Ahemdabad,Switch Membrane / Key Pad Repair,Carpenter,456.59
Fine,Noida,Bulb,Pest control,393.08
Fine,Haridwar,Stabilizer installation,Carpenter,237.73
Fine,Lucknow,Minor fittings installation,Washing Machine Repair,259.71
Extreme,Dehradun,Four Pole MCB Installation,Bathroom cleaning,404.07
Extreme,Noida,Double battery inverter installation,Chimney Repair,417.04
Fine,Delhi,Timer,Face care,257.51
Fine,Ahemdabad,Waste pipe leakage,Home painting,74.55
Extreme,Ahemdabad,Replace CFL to LED,Pest control,411.46
Extreme,Noida,Switchboard repair,Face care,162.2
Extreme,Noida,Single pole MCB installation,Kitchen cleaning,225.48
Fine,Delhi,Geyser Uninstallation,Carpenter,219.79
Extreme,Ahemdabad,Inverter PCB Card Replacement,Pest control,488.45
Fine,Lucknow,Single battery inverter installation,Face care,476.82
Extreme,Noida,Fan uninstallation,Full home cleaning,65.04
Fine,Haridwar,Bulb,Face care,385.48
Fine,Ahemdabad,Balcony drain blockage removal,Washing Machine Repair,96.54
Fine,Noida,Fan repair,Carpenter,451.51
Extreme,Rishikesh,Waste pipe leakage,Carpenter,391.64
Fine,Rishikesh,Waste pipe leakage,Carpenter,485.62
Fine,Lucknow,Tap repair,Full home cleaning,262.95
Extreme,Rishikesh,Switchboard installation,Massage,415.61
Fine,Jaipur,Fan repair,Shave/beard grooming,476.79
Extreme,Noida,Switch Membrane / Key Pad Repair,Electrician,231.46
Fine,Noida,Fan repair,Shave/beard grooming,475.31
Fine,Delhi,Tap installation,Washing Machine Repair,479.54
Fine,Noida,Fan uninstallation,Pest control,395.76
Extreme,Noida,Double battery inverter installation,Men/kids haircut,377.28
Fine,Noida,Decorative Lights Installation (per 10m),Carpenter,499.92
Fine,Lucknow,Fan repair,Men/kids haircut,248.66
Fine,Ahemdabad,Fan Coil Repair,Face care,406.37
Fine,Delhi,New wiring without casing (per 5m),Face care,179.52
Extreme,Noida,TV installation (above 48 inches),Carpenter,473.45
Fine,Noida,Switch Membrane / Key Pad Repair,AC Repair Service,361.05
Fine,Lucknow,Room heater repair,Washing Machine Repair,473.18
Fine,Lucknow,Bulb Holder Installation,Microwave Repair,244.01
Fine,Delhi,Triple Pole MCB Installation,Massage,146.71
Fine,Noida,Inverter fuse replacement,Home painting,444.23
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Massage,469.48
Extreme,Ahemdabad,Hot & cold water mixer repair,Laptop Repair,388.74
Extreme,Lucknow,MCB fuse replacement,Carpenter,492.31
Fine,Noida,Switch/socket replacement,Pest control,220.63
Fine,Jaipur,Minor fittings installation,Full home cleaning,282.15
Fine,Haridwar,Switchboard repair,Home painting,257.42
Fine,Delhi,Fan uninstallation,Washing Machine Repair,387.06
Fine,Noida,TV installation (above 48 inches),Full home cleaning,407.36
Extreme,Rishikesh,Room heater repair,Laptop Repair,488.14
Fine,Jaipur,Bulbs installation (upto 5 bulbs),Home painting,275.5
Fine,Delhi,Single pole MCB installation,Hair colour,482.33
Extreme,Delhi,Fuse 5 / 15 Amp,Massage,87.15
Fine,Dehradun,Door bell installation,Face care,93.69
Extreme,Delhi,Double Pole MCB Installation,Men/kids haircut,239.03
Fine,Jaipur,PCB Repair,AC Repair Service,206.13
Extreme,Jaipur,Balcony drain blockage removal,Face care,454.14
Fine,Noida,Ceiling fan regulator replacement,Refrigerator Repair,450.58
Extreme,Rishikesh,Switchboard repair,Water Purifier Repair,174.26
Extreme,Lucknow,Door bell replacement,Electrician,344.04
Fine,Jaipur,Mini home theater installation,Full home cleaning,435.89
Extreme,Haridwar,Inverter fuse replacement,Chimney Repair,385.61
Fine,Rishikesh,Decorative Lights Installation (per 15m),Kitchen cleaning,237.34
Fine,Dehradun,Wash Basin Leakage Repair,Carpenter,458.29
Extreme,Ahemdabad,Switchboard repair,Carpenter,350.99
Fine,Dehradun,Switchboard repair,Plumber,85.75
Fine,Jaipur,Ceiling fan regulator replacement,Chimney Repair,482.5
Fine,Noida,Switchboard repair,Chimney Repair,121.57
Fine,Noida,Fuse 5 / 15 Amp,Chimney Repair,452.34
Extreme,Noida,Chandelier installation (more than 6 bulbs),Chimney Repair,191.76
Fine,Delhi,Fan Coil Repair,Massage,365.43
Fine,Rishikesh,Bulb holder installation,AC Repair Service,468.21
Fine,Jaipur,Fan replacement,Microwave Repair,420.02
Fine,Noida,Hot & cold water mixer repair,Men/kids haircut,299.9
Fine,Ahemdabad,Shower installation (wall mounted/ hand-held),Pest control,479.6
Fine,Rishikesh,Fuse 5 / 15 Amp,Men/kids haircut,148.85
Fine,Lucknow,Inverter fuse replacement,Bathroom cleaning,441.43
Fine,Lucknow,Switch/socket replacement,Home painting,306.4
Extreme,Haridwar,Switch/socket replacement,Laptop Repair,399.09
Fine,Dehradun,Replace CFL to LED,Washing Machine Repair,386.16
Fine,Rishikesh,Replace CFL to LED,Men/kids haircut,364.85
Fine,Lucknow,Bulb Holder Installation,Full home cleaning,80.71
Fine,Jaipur,New wiring without casing (per 5m),Chimney Repair,359.69
Extreme,Noida,Geyser Uninstallation,Carpenter,360.74
Fine,Lucknow,Wash Basin Leakage Repair,Washing Machine Repair,433.48
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Full home cleaning,307.98
Fine,Jaipur,Bulb holder installation,Massage,86.86
Extreme,Lucknow,Door bell installation,Home painting,472.75
Fine,Rishikesh,Wash Basin Leakage Repair,AC Repair Service,458.29
Fine,Lucknow,Decorative Lights Installation (per 15m),Full home cleaning,246.46
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Face care,418.97
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Men/kids haircut,463.39
Fine,Haridwar,Wash Basin Leakage Repair,Chimney Repair,482.54
Extreme,Dehradun,Double battery inverter installation,Shave/beard grooming,427.26
Extreme,Rishikesh,Lights Uninstallation (per 20 m),Men/kids haircut,276.77
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Men/kids haircut,366.84
Extreme,Ahemdabad,New wiring without casing (per 5m),Washing Machine Repair,380.83
Extreme,Rishikesh,Bulbs installation (upto 5 bulbs),Chimney Repair,151.83
Fine,Rishikesh,Waste pipe leakage,Carpenter,251.35
Extreme,Jaipur,MCB fuse replacement,AC Repair Service,128.21
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Carpenter,245.75
Extreme,Lucknow,Hot & cold water mixer repair,Electrician,461.99
Fine,Rishikesh,Minor fittings installation,Carpenter,454.07
Fine,Ahemdabad,Hot & cold water mixer repair,Chimney Repair,263.36
Extreme,Noida,Thermal Cut Off (TCO),Face care,407.42
Fine,Lucknow,3 Phase Changeover Switch Installation,Men/kids haircut,377.99
Fine,Haridwar,Hot & cold water mixer repair,Carpenter,215.5
Fine,Haridwar,Ceiling fan regulator replacement,Carpenter,185.2
Fine,Rishikesh,Geyser Installation,Chimney Repair,233.67
Extreme,Haridwar,Tubelight Installation/Repair,Home painting,412.61
Fine,Delhi,Bulb,Hair colour,86.95
Fine,Noida,Chandelier installation (more than 6 bulbs),Kitchen cleaning,407.72
Fine,Jaipur,Decorative Lights Installation (per 10m),Face care,458.47
Fine,Lucknow,Thermal Cut Off (TCO),Full home cleaning,112.3
Extreme,Rishikesh,Tap installation,Carpenter,97.39
Extreme,Dehradun,TV installation (above 48 inches),Full home cleaning,406.3
Extreme,Jaipur,Tubelight Installation/Repair,Carpenter,468.71
Extreme,Haridwar,Waste pipe leakage,Carpenter,420.54
Fine,Delhi,Waste pipe leakage,Electrician,474.16
Extreme,Rishikesh,Wash basin installation,Bathroom cleaning,426.18
Extreme,Noida,Sub meter installation,Plumber,374.0
Fine,Noida,New wiring without casing (per 5m),Face care,280.61
Fine,Ahemdabad,Single pole MCB installation,Carpenter,137.17
Fine,Lucknow,Lantern Installation,Carpenter,396.13
Extreme,Delhi,Tap installation,Electrician,280.59
Fine,Dehradun,PCB Repair,Chimney Repair,371.77
Fine,Delhi,MCB fuse replacement,Shave/beard grooming,403.72
Fine,Delhi,Bulb Holder Installation,Chimney Repair,102.75
Fine,Noida,New wiring without casing (per 5m),Water Purifier Repair,386.95
Fine,Noida,Hot & cold water mixer repair,Pest control,471.67
Fine,Rishikesh,Fan repair,Full home cleaning,396.07
Fine,Ahemdabad,Switchboard installation,Washing Machine Repair,444.42
Fine,Haridwar,Waste pipe leakage,Carpenter,398.53
Extreme,Noida,TV uninstallation,Men/kids haircut,394.77
Fine,Noida,3 Phase changeover switch installation,Bathroom cleaning,357.86
Extreme,Ahemdabad,Wash basin installation,Washing Machine Repair,413.43
Extreme,Lucknow,Fan uninstallation,Washing Machine Repair,483.46
Extreme,Delhi,Triple Pole MCB Installation,Carpenter,479.05
Fine,Dehradun,Double battery inverter installation,Carpenter,477.39
Fine,Lucknow,Balcony drain blockage removal,Face care,456.76
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Home painting,476.09
Extreme,Noida,Lantern Installation,Home painting,384.12
Fine,Noida,TV installation (above 48 inches),Chimney Repair,236.36
Fine,Ahemdabad,Inverter fuse replacement,Face care,307.96
Fine,Jaipur,Decorative Lights Installation (per 15m),Plumber,303.32
Fine,Ahemdabad,Tap installation,Hair colour,483.73
Fine,Noida,Wash basin blockage removal,Washing Machine Repair,465.24
Extreme,Jaipur,Switchboard installation,Carpenter,483.61
Fine,Dehradun,Lantern Installation,Microwave Repair,196.45
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Massage,481.76
Fine,Jaipur,Wash basin blockage removal,Pest control,231.43
Extreme,Ahemdabad,Switchboard installation,Laptop Repair,160.82
Fine,Dehradun,New wiring with casing (per 5m),Refrigerator Repair,466.45
Fine,Rishikesh,Decorative Lights Installation (per 15m),Carpenter,65.52
Fine,Rishikesh,Fuse 5 / 15 Amp,Chimney Repair,467.82
